Language,Latitude,Longitude,ID,ISO code,Maximal onset,Maximal coda,CV language,CVC language,CCV language,CCVC language,Maximal CV contrasts,onsets allowed,Codas require onsets,Onset second C is preferentially glide,Any Glides,Onset second C  y,Onset second C  w,Onset second C is preferentially liquid,Any rhotics,Any laterals,Liquid  r-like,Liquid  ell-like,Coda  p t k glottal,Coda  glottal stop,PalatalsAffricates ts,Coda  nasal,Coda  ng,Coda  r l,Coda  s,Coda  glide,C1 in a CC coda  nasal,C1 in a CC coda  liquid,C1 in a CC coda  glide,C1 in a CC coda  glottal stop,C2 in a CC coda  s,General epenthesis,Sesquisyllabic epenthesis,Syllabic consonants,Syllabic nasals,Syllabic non-nasals,Glottal stops in onsets,Glottal stops in codas,Velar nasals in onsets,Velar nasals in codas,Total consonants,Total vowels,Tonal contrasts,Creaky tones,Breathy tones,Total obstruents,Total sonorants,Total egressive consonants,Total plosives,Supralaryngeal Plosive places,Supralaryngeal Plosive series,Plosive manners,Voiceless plosives,Voiced plosives,Aspirated plosives,Ejective plosives,Implodedglottalised plosives,Prenasalised plosives,Prenasalised voiceless plosives,Prenasalised aspirated plosives,Prenasalised breathy plosives,Fully voiceless prenasalised plosives,Postnasalised plosives,Breathy plosives,Pharyngealised plosives,Rounded plosives,Labialvelar stops,Uvular stops,glottal stops,Coronal contrasts in stops,How many coronal stop places oral are there,Coronal affricates,How many coronal affricate series are there,Gap for p,Gap for c,Gap for j,Gap for g,Gaps for both p and c,Gaps for both j and g,Gaps for both p and g,Unexpected b contrast,Unexpected d contrast,Unexpected j contrast,Unexpected g contrast,t more front than d,d more front than t,Nasal stops,Total nasals,Nasal places,Nasal manners,Glottalised nasals,Voiceless nasals,Breathy nasals,Rounded nasals,labiodental nasals,How many coronal nasal places are there,retroflex nasals,palatal nasals,Velar nasals,uvular nasals,labialvelar nasals,Fricatives,Total fricatives,Fricative manners,Voiceless fricatives,Voiced fricatives,Glottalised fricatives,Aspirated fricatives,Rounded fricatives,Prenasalised fricatives,Ejective fricatives,Dental fricatives,Lateral fricatives,Retroflex fricatives,Dorsal fricatives,Pharyngeal fricatives,Any liquids,Total liquids,Any rhotics,Any laterals,Bilabial trills,Total rhotics,Total lateral,Lateral places,Liquid manners,Voiceless liquids,Glottalised liquids,Breathy liquids,Retroflex laterals,Palatal laterals,Velar laterals,Clicks,Total clicks,Bilabial clicks,Dental clicks,Alveolar clicks,Lateral clicks,Postalveolar clicks,Palatal clicks,Glides,Glide series,Glide manners,Glottalised glides,Voiceless glides,Breathy glides,Linguolabials,Uvular consonants,Glottalised sonorants,Voiceless sonorants,Breathy sonorants,Long vowels,Nasalised vowels,Front rounded vowels,Contrastive vowel heights,Topless vowel system no i or u,Bottomless vowel system no a,Interior vowel system contains schwa,Contrastive vowel phonations,Creaky vowels,Breathy vowels,Pharyngealised vowels,Tense vowels,Voiceless vowels,Language family,Language family1,Language family2,Language family3,Language family4,Language family5,Is this language an isolate,World macro-region,WALS area,Autotyp,Country,Ancient language,Papuan,Altitude,Eastness,SOV,SVO,VSO,VOS,OVS,OSV
Moloko,10.75,14.3,3407,mlw,3,1,0,0,0,0,216,1,1,0,1,0,0,1,1,1,1,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,?,1,0,1,?,?,?,?,27,2,3,0,0,21,6,27,14,3,4,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1,7,2,1,1,0,0,0,0,0,0,1,0,1,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,Afro-Asiatic,Chadic,?,?,?,?,0,Africa,Africa,West Africa,Cameroon,0,0,420,34.3,?,?,?,?,?,?
Muyang,10.8,14.25,3408,muy,3,1,0,0,0,0,108,0,1,0,1,0,0,1,1,1,1,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,?,?,?,?,?,?,?,?,27,1,3,0,0,21,6,27,14,3,4,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1,7,2,1,1,0,0,0,0,0,0,1,0,1,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,Afro-Asiatic,Chadic,?,?,?,?,0,Africa,Africa,West Africa,Cameroon,0,0,440,34.25,?,?,?,?,?,?
Ngiemboon,5.55,10.13,3409,nnh,?,?,?,?,?,?,1920,?,?,?,?,?,?,?,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,16,7,4,0,0,11,5,16,7,3,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,0,0,0,0,0,1,0,0,1,0,0,1,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,0,0,0,0,Niger-Kongo,Bantoid,Southern,Wide Grassfields,Narrow Grassfields,Mbam-Nkam,0,Africa,Africa,West Africa,Cameroon,0,0,1660,30.13,?,?,?,?,?,?
Ngomba,5.6,10.27,3410,jgo,3,1,0,0,0,0,306,1,1,1,1,1,1,0,0,1,0,?,?,?,?,?,?,?,?,?,0,0,0,0,0,?,?,1,?,?,?,?,?,?,17,6,2,0,0,11,6,17,6,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,0,0,0,0,0,1,0,0,1,0,0,1,5,2,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,Niger-Kongo,Bantoid,Southern,Wide Grassfields,Narrow Grassfields,Mbam-Nkam,0,Africa,Africa,West Africa,Cameroon,0,0,1340,30.27,?,?,?,?,?,?
Oku,6.3,10.5,3411,oku,?,?,?,?,?,?,798,?,?,?,?,?,?,?,0,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,19,7,2,0,0,13,6,19,9,4,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,0,0,0,0,0,1,0,0,1,0,0,1,4,2,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,1,0,0,0,0,0,Niger-Kongo,Bantoid,Southern,Wide Grassfields,Narrow Grassfields,Ring,0,Africa,Africa,West Africa,Cameroon,0,0,1280,30.5,?,?,?,?,?,?
Weh,6.55,10.13,3412,weh,3,1,0,0,0,0,1904,0,1,0,1,0,0,0,0,1,0,?,?,?,?,?,?,?,?,?,0,0,0,0,0,?,?,1,1,?,?,?,?,?,34,7,3,0,0,27,7,34,20,4,7,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,1,0,1,1,0,0,1,7,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,1,0,0,0,0,0,Niger-Kongo,Bantoid,Southern,Wide Grassfields,Narrow Grassfields,Ring,0,Africa,Africa,West Africa,Cameroon,0,0,1220,30.13,?,?,?,?,?,?
Akosse,5,9.7,3413,bss,1,1,0,1,0,0,640,2,0,0,1,0,0,0,0,1,0,0,?,?,?,?,?,?,?,?,0,0,0,0,0,?,?,1,1,0,?,?,?,?,16,8,4,0,0,10,6,16,7,4,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,0,0,0,0,0,1,0,1,0,0,0,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,0,Niger-Kongo,Bantoid,Southern,Narrow Bantu,Northwest,A,0,Africa,Africa,West Africa,Cameroon,0,0,40,29.7,?,?,?,?,?,?
Mungong,6.527,10.667,3414,ncr,?,?,?,?,?,?,2688,?,?,?,?,?,?,?,0,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,21,9,7,0,0,14,7,21,11,4,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,1,0,1,1,0,0,1,3,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,1,0,0,0,0,0,Niger-Kongo,Bantoid,Southern,Beboid,?,?,0,Africa,Africa,West Africa,Cameroon,0,0,980,30.667,?,?,?,?,?,?
Makaa,4,13,3415,mcp,?,?,?,?,?,?,2160,?,?,?,?,?,?,?,0,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,30,7,3,0,0,23,7,30,16,4,5,4,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,1,0,1,1,0,0,1,7,2,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,1,0,4,0,0,1,1,0,0,0,0,0,Niger-Kongo,Bantoid,Southern,Narrow Bantu,Northwest,A,0,Africa,Africa,West Africa,Cameroon,0,0,660,33,?,?,?,?,?,?
Yemba,5.4,10,3416,ybb-2,?,?,?,?,?,?,595,?,?,?,?,?,?,?,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,17,7,4,0,0,12,5,17,8,3,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3,1,0,0,0,0,0,1,0,0,1,0,0,1,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,Niger-Kongo,Bantoid,Southern,Wide Grassfields,Narrow Grassfields,Mbam-Nkam,0,Africa,Africa,West Africa,Cameroon,0,0,1420,30,?,?,?,?,?,?
Nyokon,4.95,10.75,3417,baz-2,?,?,?,?,?,?,567,?,?,?,?,?,?,?,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,21,9,2,0,0,13,8,21,8,4,4,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,1,0,1,1,0,0,1,5,3,1,1,0,0,0,1,0,0,0,0,0,1,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,0,Niger-Kongo,Bantoid,Southern,Mbam,?,?,0,Africa,Africa,West Africa,Cameroon,0,0,820,30.75,?,?,?,?,?,?
Nomaande,4.5,10.85,3418,lem,?,?,?,?,?,?,648,?,?,?,?,?,?,?,0,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,18,7,2,0,0,11,7,18,8,4,4,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,1,0,1,1,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,1,0,0,0,0,0,Niger-Kongo,Bantoid,Southern,Mbam,?,?,0,Africa,Africa,West Africa,Cameroon,0,0,720,30.85,?,?,?,?,?,?
Pinyin,5.8,10.05,3419,pny,?,?,?,?,?,?,1482,?,?,?,?,?,?,?,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,19,7,5,0,0,12,7,19,7,4,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,1,0,1,1,0,0,1,5,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,1,0,1,3,0,0,1,1,0,0,0,0,0,Niger-Kongo,Bantoid,Southern,Wide Grassfields,Narrow Grassfields,Mbam-Nkam,0,Africa,Africa,West Africa,Cameroon,0,0,1980,30.05,?,?,?,?,?,?
Asurini,-3.3,-49.3,3420,asn,1,1,0,1,0,0,176,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,?,0,0,0,0,0,0,0,0,0,0,1,0,1,1,16,6,0,0,0,10,6,16,7,4,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,3,1,0,0,0,0,0,1,0,0,1,0,0,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,1,0,0,0,0,0,Tupi,Tupi-Guarani,Kayabi,?,?,?,0,South America,South America,Amazon,Brazil,0,0,80,330.7,?,?,?,?,?,?
Bori,28.2,94.6,3421,adi-7,?,?,?,?,?,?,357,?,?,?,?,?,?,?,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,17,7,2,0,0,10,7,17,8,4,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,1,0,1,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,Tibeto-Burman,Tani,?,?,?,?,0,Eurasia,Eurasia,South Asia,India,0,0,850,114.6,1,0,0,0,0,0
Digaru Mishmi,28.2,96.2,3422,mhu,2,2,0,0,0,0,630,5,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,18,7,4,0,0,11,7,18,8,3,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,0,0,0,0,0,1,0,0,1,0,0,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,Tibeto-Burman,Tani,?,?,?,?,0,Eurasia,Eurasia,South Asia,India,0,0,355,116.2,1,0,0,0,0,0
Karko,28,94.75,3423,adi-8,?,?,?,?,?,?,756,?,?,?,?,?,?,?,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,18,7,2,0,0,10,8,18,8,4,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,1,0,1,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,1,0,0,0,0,0,Tibeto-Burman,Tani,?,?,?,?,0,Eurasia,Eurasia,South Asia,India,0,0,1670,114.75,1,0,0,0,0,0
Pailibo,28.7,94.3,3424,adi-6,?,?,?,?,?,?,510,?,?,?,?,?,?,?,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,17,7,2,0,0,10,7,17,8,4,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,1,0,1,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,1,0,0,0,0,0,Tibeto-Burman,Tani,?,?,?,?,0,Eurasia,Eurasia,South Asia,India,0,0,1800,114.3,1,0,0,0,0,0
Ramo,28.8,94.2,3425,adi-5,?,?,?,?,?,?,672,?,?,?,?,?,?,?,1,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,16,7,2,0,0,10,6,16,8,4,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,1,0,1,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,1,0,0,0,0,0,Tibeto-Burman,Tani,?,?,?,?,0,Eurasia,Eurasia,South Asia,India,0,0,1850,114.2,1,0,0,0,0,0
Taraon,28.2,96.25,3426,tro,?,?,?,?,?,?,1224,?,?,?,?,?,?,?,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,24,7,2,0,0,17,7,24,13,4,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,1,0,1,1,0,0,1,4,2,1,1,0,0,0,0,0,0,0,1,0,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,4,0,0,1,1,0,0,0,0,0,Tibeto-Burman,Tani,?,?,?,?,0,Eurasia,Eurasia,South Asia,India,0,0,600,116.25,1,0,0,0,0,0
Tangam,29,95.2,3427,adi-4,?,?,?,?,?,?,357,?,?,?,?,?,?,?,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,17,7,2,0,0,10,7,17,8,4,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,1,0,1,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,Tibeto-Burman,Tani,?,?,?,?,0,Eurasia,Eurasia,South Asia,India,0,0,1800,115.2,1,0,0,0,0,0
Bobot,-3.33,130.17,3428,bty,?,?,?,?,?,?,60,?,?,?,?,?,?,?,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,12,5,0,0,0,7,4,12,4,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,Austronesian,Malayo-Polynesian,Central Maluku,?,?,?,0,Pacific,SE Asia & Oceania,Pacific,Indonesia,0,0,203,150.17,0,1,0,0,0,0
Geser,-4,131,3429,ges-2,1,1,0,1,0,0,75,2,0,0,1,0,0,0,1,1,0,0,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,0,0,?,?,?,?,15,5,0,0,0,9,6,15,6,3,3,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,0,0,0,0,0,1,0,0,1,0,0,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,Austronesian,Malayo-Polynesian,Central Maluku,?,?,?,0,Pacific,SE Asia & Oceania,Pacific,Indonesia,0,0,0,151,0,1,0,0,0,0
Matbat,-2,130.33,3430,xmt,1,1,0,1,0,0,375,2,0,0,1,0,0,0,1,0,0,0,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,0,0,?,?,?,?,15,5,4,0,0,9,6,15,6,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,0,0,0,0,0,1,0,0,1,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,South Halmahera-West New Guinea,?,?,0,Pacific,SE Asia & Oceania,Pacific,Indonesia,0,0,0,150.33,0,1,0,0,0,0
Moi,-1,131.5,3431,mxn,?,?,?,?,?,?,80,?,?,?,?,?,?,?,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,16,5,0,0,0,9,7,16,6,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,0,0,0,0,0,1,0,0,1,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,West Papuan,Birds Head,West,?,?,?,0,Pacific,Australia-New Guinea,North New Guinea,Indonesia,0,1,107,151.5,0,1,0,0,0,0
White_Hmong,26.8,104.8,3432,mww,2,0,0,0,1,0,3744,2,0,1,1,1,1,0,0,1,0,0,0,0,?,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,?,?,?,?,52,6,8,1,1,42,10,52,34,6,8,6,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,4,2,0,1,0,0,0,1,0,1,1,0,0,1,8,2,1,1,0,0,0,0,0,1,0,1,0,0,1,2,0,1,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,3,0,0,1,1,0,0,0,0,0,Hmong-Mien,Hmongic,?,?,?,?,0,Eurasia,Eurasia,Southeast Asia,Laos,0,0,2000,124.8,0,1,0,0,0,0
Palawan,9.5,118.5,3433,plc,1,1,0,1,0,0,68,3,0,0,1,0,0,0,1,1,0,0,?,?,0,?,?,?,?,?,0,0,0,0,0,0,0,0,0,0,?,?,?,?,17,4,0,0,0,9,8,17,7,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,1,0,1,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,Austronesian,Malayo-Polynesian,Philippines,Greater Central Phillipines,?,?,0,Pacific,SE Asia & Oceania,Pacific,Philippines,0,0,0,138.5,?,?,?,?,?,?
Nah,28.4,93.725,3434,nbt,?,?,?,?,?,?,441,?,?,?,?,?,?,?,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,21,7,2,0,0,13,8,21,8,4,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,1,0,1,1,0,0,1,5,1,1,0,0,0,0,0,0,0,0,1,1,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,Tibeto-Burman,Tani,?,?,?,?,0,Eurasia,SE Asia & Oceania,South Asia,India,0,0,725,113.725,1,0,0,0,0,0
Achi,15.25,-90.5,3435,acr,?,?,?,?,?,?,105,?,?,?,?,?,?,?,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,21,5,0,0,0,15,6,21,12,5,6,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,1,1,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,Mayan,Quiche-Mam,Quichean,?,?,?,0,North America,North America,Central America,Guatemala,0,0,1000,289.5,?,?,?,?,?,?
