Language,Latitude,Longitude,ID,ISO code,Maximal onset,Maximal coda,CV language,CVC language,CCV language,CCVC language,Maximal CV contrasts,onsets allowed,Codas require onsets,Onset second C is preferentially glide,Any Glides,Onset second C  y,Onset second C  w,Onset second C is preferentially liquid,Any rhotics,Any laterals,Liquid  r-like,Liquid  ell-like,Coda  p t k glottal,Coda  glottal stop,PalatalsAffricates ts,Coda  nasal,Coda  ng,Coda  r l,Coda  s,Coda  glide,C1 in a CC coda  nasal,C1 in a CC coda  liquid,C1 in a CC coda  glide,C1 in a CC coda  glottal stop,C2 in a CC coda  s,General epenthesis,Sesquisyllabic epenthesis,Syllabic consonants,Syllabic nasals,Syllabic non-nasals,Glottal stops in onsets,Glottal stops in codas,Velar nasals in onsets,Velar nasals in codas,Total consonants,Total vowels,Tonal contrasts,Creaky tones,Breathy tones,Total obstruents,Total sonorants,Total egressive consonants,Total plosives,Supralaryngeal Plosive places,Supralaryngeal Plosive series,Plosive manners,Voiceless plosives,Voiced plosives,Aspirated plosives,Ejective plosives,Implodedglottalised plosives,Prenasalised plosives,Prenasalised voiceless plosives,Prenasalised aspirated plosives,Prenasalised breathy plosives,Fully voiceless prenasalised plosives,Postnasalised plosives,Breathy plosives,Pharyngealised plosives,Rounded plosives,Labialvelar stops,Uvular stops,glottal stops,Coronal contrasts in stops,How many coronal stop places oral are there,Coronal affricates,How many coronal affricate series are there,Gap for p,Gap for c,Gap for j,Gap for g,Gaps for both p and c,Gaps for both j and g,Gaps for both p and g,Unexpected b contrast,Unexpected d contrast,Unexpected j contrast,Unexpected g contrast,t more front than d,d more front than t,Nasal stops,Total nasals,Nasal places,Nasal manners,Glottalised nasals,Voiceless nasals,Breathy nasals,Rounded nasals,labiodental nasals,How many coronal nasal places are there,retroflex nasals,palatal nasals,Velar nasals,uvular nasals,labialvelar nasals,Fricatives,Total fricatives,Fricative manners,Voiceless fricatives,Voiced fricatives,Glottalised fricatives,Aspirated fricatives,Rounded fricatives,Prenasalised fricatives,Ejective fricatives,Dental fricatives,Lateral fricatives,Retroflex fricatives,Dorsal fricatives,Pharyngeal fricatives,Any liquids,Total liquids,Any rhotics,Any laterals,Bilabial trills,Total rhotics,Total lateral,Lateral places,Liquid manners,Voiceless liquids,Glottalised liquids,Breathy liquids,Retroflex laterals,Palatal laterals,Velar laterals,Clicks,Total clicks,Bilabial clicks,Dental clicks,Alveolar clicks,Lateral clicks,Postalveolar clicks,Palatal clicks,Glides,Glide series,Glide manners,Glottalised glides,Voiceless glides,Breathy glides,Linguolabials,Uvular consonants,Glottalised sonorants,Voiceless sonorants,Breathy sonorants,Long vowels,Nasalised vowels,Front rounded vowels,Contrastive vowel heights,Topless vowel system no i or u,Bottomless vowel system no a,Interior vowel system contains schwa,Contrastive vowel phonations,Creaky vowels,Breathy vowels,Pharyngealised vowels,Tense vowels,Voiceless vowels,Language family,Language family1,Language family2,Language family3,Language family4,Language family5,Is this language an isolate,World macro-region,WALS area,Autotyp,Country,Ancient language,Papuan,Altitude,Eastness,SOV,SVO,VSO,VOS,OVS,OSV
Sre,11.5,108,238,kpm,3,2,0,0,0,0,4059,2,0,1,1,1,1,1,1,1,1,1,?,0,1,?,?,?,?,?,?,?,?,?,?,1,0,1,1,0,?,?,1,0,33,10,2,0,0,22,11,33,15,4,4,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,7,4,2,0,1,0,0,0,1,0,1,1,0,0,1,7,3,1,1,1,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,1,0,0,4,0,0,1,2,0,1,0,0,0,Austroasiatic,Bahnaric,?,?,?,?,0,Eurasia,SE Asia & Oceania,Southeast Asia,Vietnam,0,0,885,128,0,1,0,0,0,0
Stieng,12,107,239,sti,3,1,0,0,0,0,252,6,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,?,0,0,0,0,0,1,0,0,0,0,?,?,1,1,21,6,0,0,0,13,8,21,11,4,4,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,1,0,1,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,1,0,0,0,0,0,Austroasiatic,Bahnaric,?,?,?,?,0,Eurasia,SE Asia & Oceania,Southeast Asia,Vietnam,0,0,78,127,0,1,0,0,0,0
Katu,15.833,107.583,240,ktv,2,1,0,0,0,1,882,2,0,0,1,0,0,1,1,1,1,1,0,0,?,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,?,?,?,?,21,10,0,0,0,13,8,21,11,4,4,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,1,0,1,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,6,0,0,1,3,1,1,0,0,0,Austroasiatic,Katuic,?,?,?,?,0,Eurasia,SE Asia & Oceania,Southeast Asia,Vietnam,0,0,576,127.583,0,1,0,0,0,0
Khasi,26,92,241,kha,2,1,0,0,0,1,220,0,1,0,1,0,0,0,1,1,0,0,1,0,?,1,0,0,0,?,0,0,0,0,0,1,0,0,0,0,1,1,0,1,20,6,0,0,0,13,7,20,10,4,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,1,0,1,1,0,0,1,3,1,1,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,Austroasiatic,Khasic,?,?,?,?,0,Eurasia,SE Asia & Oceania,South Asia,India,0,0,1576,112,0,1,0,0,0,0
Khmer,12,105,242,khm,2,1,0,0,0,1,966,0,1,0,1,0,0,0,1,1,0,0,1,0,?,1,0,0,0,?,0,0,0,0,0,1,0,0,0,0,?,?,1,1,21,9,0,0,0,13,8,21,11,5,5,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,4,4,1,0,0,0,0,0,1,0,1,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,6,0,0,1,2,0,1,0,0,0,Austroasiatic,Khmer,?,?,?,?,0,Eurasia,SE Asia & Oceania,Southeast Asia,Cambodia,0,0,11,125,0,1,0,0,0,0
Mon,15,100,243,mnw,?,?,?,?,?,?,1275,?,?,?,?,?,?,?,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,25,10,0,0,0,13,12,25,11,4,4,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,7,4,2,0,1,0,0,0,1,0,1,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,1,0,0,7,0,0,1,2,0,1,0,0,0,Austroasiatic,Mon,?,?,?,?,0,Eurasia,SE Asia & Oceania,Southeast Asia,Thailand,0,0,6,120,0,1,0,0,0,0
Bhumij,21.333,86.5,244,muw,2,2,0,0,0,0,540,6,0,1,1,0,0,1,1,1,0,0,1,1,?,1,0,1,1,?,1,1,0,0,0,0,0,0,0,0,?,?,?,?,30,6,0,0,0,21,9,30,20,6,6,4,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,2,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,0,0,0,0,Austroasiatic,Munda,North,?,?,?,0,Eurasia,Eurasia,South Asia,India,0,0,54,106.5,1,0,0,0,0,0
Gadaba,19,83.667,245,gdb,2,2,0,0,0,0,300,6,0,0,0,0,0,1,1,1,1,0,0,0,?,0,0,0,0,?,0,0,0,?,0,0,0,0,0,0,0,0,0,1,20,5,0,0,0,12,7,20,10,5,5,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,2,1,0,1,0,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,1,0,0,0,0,0,Dravidian,Central,?,?,?,?,0,Eurasia,Eurasia,South Asia,India,0,0,205,103.667,1,0,0,0,0,0
Ho,22,86,246,hoc,1,1,0,1,0,0,315,4,0,0,1,0,0,0,1,1,0,0,0,1,?,0,1,1,0,?,0,0,0,0,0,0,0,0,0,0,0,1,0,1,21,5,0,0,0,13,8,21,11,5,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,0,0,0,0,0,1,0,0,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,1,0,0,0,0,0,Austroasiatic,Munda,North,?,?,?,0,Eurasia,Eurasia,South Asia,India,0,0,406,106,1,0,0,0,0,0
Kharia,22.5,84.333,247,khr,1,1,0,1,0,0,310,2,0,0,1,0,0,0,1,1,0,0,0,0,?,0,0,0,0,?,0,0,0,0,0,0,0,1,1,0,0,0,0,1,31,5,0,0,0,22,9,31,20,6,6,4,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,4,1,0,0,0,0,0,1,0,1,1,0,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,Austroasiatic,Munda,South,?,?,?,0,Eurasia,Eurasia,South Asia,India,0,0,386,104.333,1,0,0,0,0,0
Korku,24.5,78.5,248,kfq,2,2,0,0,0,0,405,4,0,1,0,1,1,1,1,1,1,1,0,0,?,0,0,0,0,?,1,0,0,0,0,0,0,0,0,0,?,?,0,1,27,5,0,0,0,19,8,27,17,4,4,4,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2,0,0,1,0,0,1,0,1,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,1,0,0,0,0,0,Austroasiatic,Munda,North,?,?,?,0,Eurasia,Eurasia,South Asia,India,0,0,708,98.5,1,0,0,0,0,0
Mundari,24,86.167,249,unr,1,2,0,0,0,0,220,3,0,0,1,0,0,0,1,1,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,?,?,0,1,22,5,0,0,0,13,9,22,11,5,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,2,1,0,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,Austroasiatic,Munda,North,?,?,?,0,Eurasia,Eurasia,South Asia,India,0,0,593,106.167,1,0,0,0,0,0
Remo,18.333,82.333,250,bfw,3,1,0,0,0,0,210,2,0,1,1,1,1,1,1,1,1,1,0,0,?,1,0,1,0,?,0,0,0,0,0,0,0,0,0,0,?,?,0,1,21,6,0,0,0,12,9,21,10,5,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,0,0,0,0,0,2,1,1,1,0,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,1,0,0,0,0,0,Austroasiatic,Munda,South,?,?,?,0,Eurasia,Eurasia,South Asia,India,0,0,382,102.333,1,0,0,0,0,0
Santali,24.5,87,251,sat,1,2,0,0,0,0,336,3,0,0,1,0,0,0,1,1,0,0,0,0,?,0,0,0,0,?,1,0,0,0,0,0,0,0,0,0,0,0,0,1,21,8,0,0,0,12,9,21,10,5,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,1,0,1,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,1,0,0,0,0,0,Austroasiatic,Munda,North,?,?,?,0,Eurasia,Eurasia,South Asia,India,0,0,200,107,1,0,0,0,0,0
Sora,20,84.333,252,srb,1,1,0,1,0,0,153,2,0,0,1,0,0,0,1,1,0,0,0,0,?,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,9,0,0,0,8,9,17,7,4,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,1,4,4,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,0,Austroasiatic,Munda,South,?,?,?,0,Eurasia,Eurasia,South Asia,India,0,0,665,104.333,1,0,0,0,0,0
Nancowry,8,93.5,253,ncb,1,0,1,0,0,0,420,0,0,0,1,0,0,0,1,1,0,0,0,0,?,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,?,?,1,0,20,7,0,0,0,10,10,20,6,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,0,0,0,0,0,2,0,1,1,0,0,1,4,2,1,1,0,0,0,0,0,0,0,0,1,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,0,0,0,0,1,0,1,1,0,4,0,0,0,1,0,0,0,0,0,Austroasiatic,Nicobar,?,?,?,?,0,Eurasia,SE Asia & Oceania,Southeast Asia,India,0,0,0,113.5,0,0,1,1,0,0
Car,9.167,92.75,254,caq,1,1,0,1,0,0,360,4,0,0,1,0,0,0,1,1,0,0,0,0,?,1,0,1,0,?,0,0,0,0,0,0,?,0,0,0,1,1,1,1,18,10,0,0,0,9,9,18,6,4,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,4,1,0,0,0,0,0,1,0,1,1,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,1,0,0,0,0,0,Austroasiatic,Nicobar,?,?,?,?,0,Eurasia,SE Asia & Oceania,Southeast Asia,India,0,0,0,112.75,0,0,0,1,0,0
Khmu,19,100.75,255,kjg,2,1,0,0,0,1,1881,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,?,0,0,0,0,0,1,0,0,0,0,?,?,?,?,19,8,2,0,0,13,6,19,11,4,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,1,0,1,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,2,0,1,0,0,0,Austroasiatic,Khmuic,?,?,?,?,0,Eurasia,SE Asia & Oceania,Southeast Asia,Thailand,0,0,986,120.75,0,1,0,0,0,0
Mlabri,18.833,101,256,mra,3,1,0,0,0,0,3960,0,1,0,1,0,0,0,1,1,0,0,1,0,?,1,0,0,0,?,0,0,0,0,0,1,0,0,0,0,0,0,?,?,33,8,4,0,0,20,13,33,14,4,4,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8,4,2,0,1,0,0,0,1,0,1,1,0,0,1,6,2,1,1,0,0,0,0,0,1,0,1,1,0,1,3,1,1,0,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,1,0,0,4,0,0,1,1,0,0,0,0,0,Austroasiatic,Mlabri,?,?,?,?,0,Eurasia,SE Asia & Oceania,Southeast Asia,Thailand,0,0,599,121,0,1,0,0,0,0
Palaung,22.667,96.667,257,plw,3,1,0,0,0,0,1584,0,1,0,1,0,0,0,1,1,0,0,?,?,1,?,?,?,?,?,0,0,0,0,0,?,?,?,?,?,?,?,?,?,24,11,2,0,0,17,7,24,13,5,5,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,4,1,0,0,0,0,0,1,0,1,1,0,0,1,4,2,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,5,0,0,1,1,0,0,0,0,0,Austroasiatic,Palaungic,?,?,?,?,0,Eurasia,SE Asia & Oceania,Southeast Asia,Myanmar,0,0,1036,116.667,0,1,0,0,0,0
Vietnamese,21.5,106,258,vie,2,1,0,0,0,1,1536,4,0,1,1,1,1,0,0,1,0,0,?,1,1,?,?,?,?,?,0,0,0,0,0,0,0,0,0,0,?,?,1,0,16,7,5,0,2,10,6,16,7,4,4,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,1,0,1,1,0,0,1,3,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,Austroasiatic,Vietic,?,?,?,?,0,Eurasia,SE Asia & Oceania,Southeast Asia,Vietnam,0,0,0,126,0,1,0,0,0,0
Atayal,24.5,121,259,tay,4,1,0,0,0,0,133,4,0,0,1,0,0,0,1,1,0,0,?,1,?,?,?,?,?,?,0,0,0,0,0,0,1,0,0,0,?,?,1,0,19,5,0,0,0,12,7,19,6,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,0,0,0,0,0,1,0,0,1,0,0,1,6,2,1,1,0,0,0,0,0,0,0,1,1,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,Austronesian,Atayalic,?,?,?,?,0,Pacific,SE Asia & Oceania,Southeast Asia,Taiwan,0,0,2133,141,0,0,1,1,0,0
Seediq,24.167,121.417,260,trv,3,1,0,0,0,0,72,2,0,0,1,0,0,0,1,1,0,0,0,0,?,?,?,?,?,?,0,0,0,0,0,1,1,0,0,0,?,?,1,0,18,4,0,0,0,11,7,18,7,4,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,1,0,0,0,0,0,1,0,0,1,0,0,1,4,2,1,1,0,0,0,0,0,0,0,0,1,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,Austronesian,Atayalic,?,?,?,?,0,Pacific,SE Asia & Oceania,Southeast Asia,Taiwan,0,0,1447,141.417,0,0,0,1,0,0
Kadazan,5.917,117.167,261,kzj,1,1,0,1,0,0,60,2,0,0,1,0,0,0,0,1,0,0,?,0,0,?,?,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,?,?,15,4,0,0,0,9,6,15,7,4,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,0,0,0,0,0,1,0,0,1,0,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,Austronesian,Malayo-Polynesian,North Borneo,?,?,?,0,Pacific,SE Asia & Oceania,Southeast Asia,Malaysia,0,0,567,137.167,0,0,1,0,0,0
Maanyan,-2,115,262,mhy,1,1,0,1,0,0,72,2,0,0,1,0,0,0,1,1,0,0,?,?,0,?,?,?,?,?,0,0,0,0,0,0,0,0,0,0,?,?,1,0,18,4,0,0,0,11,7,18,8,4,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,1,0,1,1,0,0,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,Austronesian,Malayo-Polynesian,Barito,?,?,?,0,Pacific,SE Asia & Oceania,Southeast Asia,Indonesia,0,0,28,135,0,1,0,0,0,0
Malagasy,-20,47,263,bhr,1,0,1,0,0,0,108,1,0,0,1,0,0,0,1,1,0,0,0,0,?,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,1,1,27,4,0,0,0,21,6,27,17,5,6,4,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,0,0,0,0,0,1,0,0,1,0,0,1,4,2,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,Austronesian,Malayo-Polynesian,Barito,?,?,?,0,Africa,SE Asia & Oceania,Southern Africa,Madagascar,0,0,0,67,0,0,0,1,0,0
Tatana,5.5,115.5,264,txx,1,1,0,1,0,0,68,2,0,0,1,0,0,0,1,1,0,0,?,?,0,?,?,?,?,?,0,0,0,0,0,0,0,0,0,0,?,?,1,0,17,4,0,0,0,9,8,17,8,4,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,Austronesian,Malayo-Polynesian,North Borneo,?,?,?,0,Pacific,SE Asia & Oceania,Southeast Asia,Malaysia,0,0,22,135.5,0,0,0,1,0,0
Timugon,5,116,265,tih,1,1,0,1,0,0,64,3,0,0,1,0,0,0,1,1,0,0,?,?,0,?,?,?,?,?,0,0,0,0,0,0,0,0,0,0,?,?,?,?,16,4,0,0,0,9,7,16,8,4,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,Austronesian,Malayo-Polynesian,North Borneo,?,?,?,0,Pacific,SE Asia & Oceania,Southeast Asia,Malaysia,0,0,582,136,0,0,1,0,0,0
Alune,-3.167,128.333,266,alp,1,0,1,0,0,0,65,1,0,0,1,0,0,0,0,1,0,0,0,0,?,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,?,?,0,0,13,5,0,0,0,8,5,13,6,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,Austronesian,Malayo-Polynesian,Central Maluku,?,?,?,0,Pacific,SE Asia & Oceania,Pacific,Indonesia,0,0,521,148.333,0,1,0,0,0,0
