"wals","FAM","GEN","SUBGEN","OID_","Language","Population","Latitude","Longitude","Genus","Family","alt","bio1","bio4","bio12","bio17","X100alt","X100bio1","X100bio4","X100bio12","X100bio17","X500alt","X500bio1","X500bio4","X500bio12","X500bio17","ID","ISO.code","Language.1","Family.1","Region","Autotyp.area","Coordinates"
"bug","Austronesian","Malayo-Polynesian","SouthSulawesi",408,"Otomφ(Mezquital)",100000,20.17,-99.17,178106,178,2005,170,2185,490,25,2202.2,156.15,2097.79,720.54,36.79,1355.8,203.78,2317.06,979.14,43.47,408,"bug ","Bugis ","Austronesian ","Pacific ","Pacific ","-4, 120"
"kjo","Austronesian","Malayo-Polynesian","SouthSulawesi",409,"Passamaquoddy-Maliseet",590,45,-67,104101,104,18,61,8338,1165,243,78.65,57.33,8949.46,1171.7,251.5,203.25,43.64,9686.01,1111.38,232.21,409,"kjc ","Konjo ","Austronesian ","Pacific ","Pacific ","-5.333, 119.833"
"mks","Austronesian","Malayo-Polynesian","SouthSulawesi",410,"Pawaian",4000,-7,145.08,195102,195,164,255,738,6503,1281,693.95,229.73,720.55,3905.49,741.02,634.86,235.78,594.62,3014.64,497.96,410,"mak ","Makassar ","Austronesian ","Pacific ","Pacific ","-5.417, 119.583"
"pec","Chibchan","Chibchan","Chibchan",411,"Pech",990,15,-85.5,126104,126,727,235,1421,1814,158,522.78,243.37,1351.96,1773.87,152.12,376.21,245.42,1120.94,2038.25,129.2,411,"mnb-2 ","Muna ","Austronesian ","Pacific ","Pacific ","-5, 122.417"
"tno","Austronesian","Malayo-Polynesian","Philippine",413,"Quileute",0,47.92,-124.25,127101,127,287,87,4347,2935,210,379.22,81.07,4299.54,2526.67,182.63,791.57,61.29,5660.78,1411.39,135.91,413,"tdn ","Tondano ","Austronesian ","Pacific ","Pacific ","1.25, 125"
"tor","Austronesian","Malayo-Polynesian","Philippine",414,"Resφgaro",14,-2.42,-71.5,109101,109,129,260,480,2936,635,127.72,260.22,457.1,2940,612.74,148.95,259.39,473.02,2864.36,501.64,414,"rth ","Toratan ","Austronesian ","Pacific ","Pacific ","1.083, 124.833"
"rut","Nakh-Daghestanian","Daghestanian","Lezgic",415,"Rutul",47400,41.5,47.42,169101,169,2847,3,7053,636,55,1493.35,72.53,7635.43,584.51,69.23,789.25,101.88,8546.61,457.03,59.52,415,"khc ","Tukang_Besi ","Austronesian ","Pacific ","Pacific ","-5.5, 123.667"
"uma","Austronesian","Malayo-Polynesian","Celebic",416,"Sandawe",40000,-5,35,154103,154,1518,203,1417,627,0,1368.46,211.16,1392.19,654.83,0.91,1136.37,220.7,1270.11,873.63,24.17,416,"ppk ","Uma ","Austronesian ","Pacific ","Pacific ","-1.75, 119.917"
"wlo","Austronesian","Malayo-Polynesian","Celebic",417,"Sango",404000,5,18,171104,171,591,247,864,1512,66,555.23,247.98,848.65,1505.98,66.13,522.84,247.84,883.66,1498.22,88.88,417,"wlo ","Wolio ","Austronesian ","Pacific ","Pacific ","-5.5, 122.75"
"ace","Austronesian","Malayo-Polynesian","Malayo-Sumbawan",418,"Shasta",9,41.83,-122.67,142105,142,1066,89,6524,562,44,1214.82,80.43,6137.11,786.54,48.69,1007.2,92.12,6021.45,886.99,51.91,418,"ace ","Acehnese ","Austronesian ","Pacific ","Southeast Asia ","5.333, 96.167"
"bal","Austronesian","Malayo-Polynesian","Malayo-Sumbawan",419,"Slave",760,67,-125,168101,168,305,-94,14707,251,32,296.74,-93.74,14720.2,249,31.41,349.84,-90.24,14645.8,264.65,34.2,419,"ban ","Balinese ","Austronesian ","Pacific ","Southeast Asia ","-8.583, 115.25"
"bkr","Austronesian","Malayo-Polynesian","NorthwestSumatra-BarrierIslands",420,"Somali",16559722,3,45,101105,101,110,282,1130,485,15,170.04,277.98,1054.99,475.13,13.89,284.53,275.89,1000,357.26,8.45,420,"btx ","Karo_Batak ","Austronesian ","Pacific ","Southeast Asia ","3, 98.167"
"bto","Austronesian","Malayo-Polynesian","NorthwestSumatra-BarrierIslands",421,"Sre",166000,11.5,108,111107,111,817,215,1006,2045,115,513.98,235.87,1105.24,1817.19,57.9,242.06,257.08,1366.91,1873.61,42.28,421,"bbc ","Toba_Batak ","Austronesian ","Pacific ","Southeast Asia ","2.5, 99.5"
"cme","Austronesian","Malayo-Polynesian","Malayo-Sumbawan",422,"Suena",3600,-7.75,147.55,202113,202,163,260,598,2659,556,1097.37,213.55,688.11,2843.37,446.85,694.37,231.4,652.71,3032.96,491.66,422,"cjm ","Cham_Eastern ","Austronesian ","Eurasia ","Southeast Asia ","11.333, 108.5"
"chw","Austronesian","Malayo-Polynesian","Malayo-Sumbawan",423,"Ingessana",67200,11.5,34,172111,172,833,261,1658,800,0,546.39,274.27,1791.94,719.25,0.11,776.33,259.85,1768.78,826.13,8.16,423,"cja ","Cham_Western ","Austronesian ","Eurasia ","Southeast Asia ","12, 105.5"
"eno","Austronesian","Malayo-Polynesian","Enggano",424,"Tamang",1197500,28,85.25,189109,189,1013,210,4566,1870,39,2392.29,124,4762.21,1373.2,29.75,2515.32,119.63,5611.09,897.45,24.77,424,"eno ","Enggano ","Austronesian ","Pacific ","Southeast Asia ","-5.333, 102.25"
"iba","Austronesian","Malayo-Polynesian","Malayo-Sumbawan",425,"Tampulma",16000,10.42,-0.58,171106,171,293,272,1779,1050,9,192.56,279.14,1782.8,1015.11,7.71,264.1,275.44,1812.77,966.92,18.08,425,"iba ","Iban ","Austronesian ","Pacific ","Southeast Asia ","2, 112"
"jav","Austronesian","Malayo-Polynesian","Javanese",427,"Temein",13000,11.92,29.42,172112,172,828,254,2017,599,0,614.96,266.32,2127.2,553.42,0,496.27,273.73,2288.3,489.21,0.04,427,"jav ","Javanese ","Austronesian ","Pacific ","Southeast Asia ","-7.5, 110.667"
"lmp","Austronesian","Malayo-Polynesian","Lampung",428,"Temne",1230000,8.67,-13.08,171118,171,19,265,984,2912,24,43.6,269.57,1184.82,3039.32,30.33,309.07,259.49,1425.41,2203.81,39.36,428,"ljp ","Lampung ","Austronesian ","Pacific ","Southeast Asia ","-5, 105"
"mdr","Austronesian","Malayo-Polynesian","Malayo-Sumbawan",429,"Tibetan(Standard)",1178470,30,91,189109,189,4220,39,6737,336,2,4733.79,5.25,6841.62,295.71,1.62,4107.18,25.8,6533.31,699.19,10.61,429,"mad ","Madurese ","Austronesian ","Pacific ","Southeast Asia ","-7.25, 113.333"
"mds","Austronesian","Malayo-Polynesian","Malayo-Sumbawan",430,"Tiwa(Northern)",1060,36.5,-105.5,155101,155,2396,61,7906,407,61,2498.56,57.29,7563.91,451.72,64.83,1904.61,92.47,8071.53,397.32,49.21,430,"xmm ","Manadonese ","Austronesian ","Pacific ","Pacific ","1.5, 124.833"
"mnt","Austronesian","Malayo-Polynesian","NorthwestSumatra-BarrierIslands",431,"Tlingit",500,59,-135,168103,168,483,22,7051,1053,153,839.03,4.8,7171.43,978.3,145.74,940.05,-13.38,9002.63,928.73,139.74,431,"mwv ","Mentawai ","Austronesian ","Pacific ","Southeast Asia ","-1.5, 99"
"min","Austronesian","Malayo-Polynesian","Malayo-Sumbawan",432,"UMbundu",6002880,-12.5,15,171101,171,1752,193,1302,1263,1,1480.06,202.62,1336.12,1228.94,1.44,1149.33,211.99,1847.74,977.64,1.95,432,"min ","Minangkabau ","Austronesian ","Pacific ","Southeast Asia ","0, 100.167"
"nia","Austronesian","Malayo-Polynesian","NorthwestSumatra-BarrierIslands",433,"Una",5600,-4.67,140,202114,202,1890,180,498,4141,947,1116.51,216.47,496.12,3876.36,855.44,519.04,242.77,541.1,3173.56,605.49,433,"nia ","Nias ","Austronesian ","Pacific ","Southeast Asia ","1, 97.5"
"sim","Austronesian","Malayo-Polynesian","NorthwestSumatra-BarrierIslands",434,"Wahgi",39000,-5.83,144.72,202104,202,2032,169,452,2430,371,1411.09,199.54,432.54,3144.08,476.5,625.13,236.54,547.81,3145.25,540.06,434,"smr ","Simalur ","Austronesian ","Pacific ","Southeast Asia ","2.333, 96.5"
"sun","Austronesian","Malayo-Polynesian","Malayo-Sumbawan",435,"Yagaria",21100,-6.33,145.42,202108,202,1553,195,518,1994,209,1467.37,196.39,540.89,2637.52,384.39,670.78,234.09,567.14,3060.61,512.56,435,"sun ","Sundanese ","Austronesian ","Pacific ","Southeast Asia ","-7, 107.5"
"url","Austronesian","Malayo-Polynesian","Malayo-Sumbawan",436,"Yagua",6000,-3.5,-72,181101,181,117,260,449,2876,523,120.17,259.86,432.18,2827.23,525.45,149.35,259.66,454.77,2722.48,467.08,436,"urk ","Urak_Lawoi ","Austronesian ","Eurasia ","Southeast Asia ","7.25, 99.25"
"ruk","Austronesian","Rukai","Rukai",437,"Yaqui",12230,27.5,-110.25,208106,208,9,253,5283,218,3,106.57,248.31,5243.54,310.53,7,877.78,196.34,5024.88,438.45,19.29,437,"dru ","Rukai ","Austronesian ","Pacific ","Southeast Asia ","22.833, 120.833"
"tso","Austronesian","Tsouic","Tsouic",438,"Yeyi",55000,-20,23.5,171101,171,949,223,3908,456,1,952.99,221.83,3893.15,437.08,0.8,1046.79,213.37,3851.37,486.93,1.69,438,"tsu ","Tsou ","Austronesian ","Pacific ","Southeast Asia ","23.5, 120.75"
"yap","Austronesian","Malayo-Polynesian","Central-EasternMalayo-Polynesian",439,"Yucatec",766000,20,-89,163101,163,92,257,2004,1064,90,64.8,258.34,2007.93,1111.56,95.08,105.88,255.8,1870.3,1492.07,125.76,439,"yap ","Yap ","Austronesian ","Pacific ","Pacific ","9, 137"
"awi","Awin-Pa","Awin-Pa","Awin-Pa",440,"!X≤⌡",4200,-24,21.5,154104,154,1138,202,4965,316,5,1140.28,201.73,4968.64,315.31,4.95,1118.4,200.91,4770.42,325.41,5.23,440,"awi ","Awin ","Trans New Guinea ","Pacific ","New Guinea Highlands ","-5.833, 142.5"
"aco","Keresan","Keresan","Keresan",441,"Acoma",3990,34.92,-107.58,153101,153,1917,107,7863,257,34,2061.74,96.96,7759.02,302.09,40.22,1868.57,107.33,7744.29,364.55,43.94,441,"ayr ","Aymara ","Aymaran ","South America ","Andes ","-16, -69.5"
"jaq","Aymara","Aymara","Aymara",442,"Amuzgo",900,16.83,-98,178101,178,411,260,1169,1758,14,1108.56,225.12,1196.08,1445.69,23.23,1181.22,213.5,1710.39,1301.33,54.45,442,"jqr ","Jaqaru ","Aymaran ","South America ","Andes ","-12.85, -76"
"awp","Barbacoan","UnclassifiedBarbacoan","UnclassifiedBarbacoan",443,"Angas",400000,9.5,9.5,101108,101,835,242,1669,1174,2,680.72,250.45,1655.68,1185.9,2.9,440.6,258.87,1850.34,1175.03,11.11,443,"kwi ","Awa Pit ","Barbacoan ","South America ","Andes ","0.75, -78.5"
"cay","Barbacoan","Cayapa-Colorado","Cayapa-Colorado",444,"Ao",261000,26.58,94.67,189101,189,641,212,4101,2203,66,718.13,208.05,4121.77,2234.89,65.26,1697.43,161.23,4473.5,1785.26,38.84,444,"cbi ","Cayapa ","Barbacoan ","South America ","Andes ","1.2, -78.75"
"tsf","Barbacoan","Cayapa-Colorado","Cayapa-Colorado",445,"Bagirmi",44800,11.67,16,172114,172,327,286,2577,539,0,314.04,286.06,2577.97,561.7,0,361.07,278.96,2587.92,630.22,0.11,445,"cof ","Tsafiki ","Barbacoan ","South America ","Andes ","-0.25, -79.33"
"bsq","Basque","Basque","Basque",446,"Bai",800000,26,100,189102,189,2511,127,4318,1057,42,2322.85,137.14,4337.41,1041.19,44.62,2086.26,142.43,4467.36,1299.4,38.44,446,"eus ","Basque ","Basque ","Eurasia ","Europe ","43.2, -3"
"amn","Border","Waris","Waris",447,"Bariba",46000,10,2.5,171106,171,335,266,1466,1095,5,355.19,265.82,1550.06,1119.5,7.26,243.09,274.14,1799.65,1025.85,17.87,447,"amn ","Amanab ","Trans New Guinea ","Pacific ","North New Guinea ","-3.5, 141.167"
"imo","Border","Waris","Waris",449,"Birom",1000000,9.67,8.83,171107,171,1264,222,1468,1382,6,853.61,241.08,1594.23,1328.32,4.82,406.32,261.12,1908.26,1130.56,10.57,449,"imn ","Imonda ","Trans New Guinea ","Pacific ","North New Guinea ","-3.25, 141.167"
"edo","Bosavi","Bosavi","Bosavi",451,"Burmese",32035300,21,96,189104,189,183,269,3021,818,9,416.9,251.85,3065.68,991.44,10.21,577.96,235.07,2984.67,1771.88,23.22,451,"etr ","Edolo ","Trans New Guinea ","Pacific ","New Guinea Highlands ","-6.083, 142.667"
"kll","Bosavi","Bosavi","Bosavi",452,"Cantonese",62239960,23,113,189105,189,17,224,5443,1632,114,65.93,221.45,5430.22,1644.59,105,270.79,200.73,6172.06,1619.77,130.49,452,"bco ","Kaluli ","Trans New Guinea ","Pacific ","New Guinea Highlands ","-6.417, 142.833"
"mkl","Bulaka_River","Bulaka_River","Bulaka_River",453,"Wu(changzhou)",77202480,31.67,119.92,189105,189,6,155,8747,1063,127,17.58,154.61,8749.02,1064.12,121.39,135.54,155.74,8642.65,1217.42,124.72,453,"mgf ","Maklew ","Bulaka ","Pacific ","South New Guinea ","-7.583, 140.167"
"ylm","Bulaka_River","Bulaka_River","Bulaka_River",454,"Chatino(Sierra)",16000,16.25,-97.33,178102,178,1496,200,1258,1505,32,1091.87,222.4,1210.7,1270.78,18.37,1092.57,217.53,1653.99,1395,60.13,454,"jel ","Yelmek ","Bulaka ","Pacific ","South New Guinea ","-7.667, 139.75"
"pwn","Caddoan","NorthernCaddoan","Pawnee-Kitsai",456,"Chinantec(Quiotepec)",8000,17.58,-96.67,178103,178,2401,143,1349,1298,52,1550.21,186.9,1673.25,1590.56,81.1,1067.41,216.54,1777.7,1410.63,70.44,456,"paw ","Pawnee ","Caddoan ","North America ","Western North America ","41, -98.67"
"wic","Caddoan","NorthernCaddoan","Wichita",457,"Chinantec(Lealao)",2000,17.33,-95.92,178103,178,1225,189,1564,2843,194,962.63,210.45,1766.4,1867.54,102.74,983.2,220.31,1710.85,1508.15,78.74,457,"wic ","Wichita ","Caddoan ","North America ","Western North America ","33.33, -97.33"
"jeb","Cahuapanan","Cahuapanan","Cahuapanan",458,"Dan",1610800,7.5,-8,171108,171,676,233,924,1953,109,430.09,246.56,931.74,1790.71,90.26,311.7,258.64,1166.99,1774.58,88.43,458,"jeb ","Jebero ","Cahuapana ","South America ","Andes ","-5.2, -76.4"
"din","Nilotic","WesternNilotic","Dinka-Nuer",459,"Dinka",1365900,8.5,28,172101,172,417,276,1558,935,0,432.26,274.86,1535.08,941.31,1.13,525.18,266.38,1457.62,947.3,8.54,459,"kbh ","Camsá ","Camsá ","South America ","Andes ","1, -77"
"diz","North_Omotic","Dizoid","Dizoid",460,"Dizi",33900,6.17,36.5,101106,101,723,254,861,1011,89,1118.62,231.61,894.35,1184.58,107.94,1193.27,227.65,1017.7,909.82,47.17,460,"cbu ","Candoshi ","Candoshi ","South America ","Andes ","-4.17, -77"
"apl","Cariban","Cariban","Cariban",461,"Doyayo",18000,8.67,13.08,171120,171,432,259,1859,1273,0,363.29,264.63,1850.68,1206.62,0.42,549.09,255.49,1699.71,1152.25,8.96,461,"apy ","Apalai ","Cariban ","South America ","Amazon ","0, -54"
"car","Cariban","Guianan","Guianan",462,"Ejagham",116700,5.42,8.67,171101,171,166,260,804,2633,111,174.82,260.51,837.61,2584.07,111.84,390.09,254.05,1081.19,1857.05,68.01,462,"car ","Carib ","Cariban ","South America ","Amazon ","7.85, -59"
"cde","Cariban","Guianan","Guianan",463,"Ewondo",578000,4,12,171101,171,775,235,654,1585,90,653.42,240.27,697.18,1613.77,89.72,623.27,239.15,829.25,1802.84,96.64,463,"mch ","Dekwana ","Cariban ","South America ","Amazon ","4.5, -63.5"
"hix","Cariban","Parukotoan","Waiwaian",464,"Fe'fe'",124000,5.25,10.17,171101,171,1298,204,917,1988,57,840.98,230.88,903.98,2326.85,73.38,494.23,248.28,992.23,1812.63,72.7,464,"hix ","Hixkaryana ","Cariban ","South America ","Amazon ","1.5, -60"
"mac","Cariban","Venezuelan","Pemong-Panare",465,"Fuzhou",9115930,26,119.5,189105,189,40,197,6426,1391,124,274.52,187.94,6238.87,1446.02,124,395.08,180.29,6600.67,1734.39,157.31,465,"mbc ","Macushi ","Cariban ","South America ","Amazon ","4.5, -60"
"tir","Cariban","Guianan","Taranoan",466,"Gπ",600000,5.67,-0.17,171102,171,93,264,1193,945,83,132.59,261.74,1044.49,1261.86,119.8,175.59,267.38,1223.57,1278.38,67.31,466,"tri ","Tiriyó ","Cariban ","South America ","Amazon ","2.5, -56.33"
"wai","Cariban","Parukotoan","Waiwaian",467,"Gadsup",22100,-6.25,146,202108,202,1458,196,570,1987,227,1345.38,202.83,536.76,2229.86,278.64,701.44,232.35,569.3,3050.57,507.16,467,"waw ","Wai wai ","Cariban ","South America ","Amazon ","1.5, -58.5"
"gla","Tai-Kadai","Kadai","SouthwesternKra",468,"Gelao",300,22.92,105.5,194101,194,550,213,4786,1550,58,833.45,195.89,4758.26,1556.3,61.06,914,192.76,4753.33,1414.25,67.02,468,"cyb ","Cayuvava ","Cayuvava ","South America ","Amazon ","-12.5, -67"
"war","Chapacuran","Chapakyra-y","Wari-OroWin",469,"Grebo",265000,5,-8,171112,171,126,252,968,3308,566,125.39,254.12,927.35,2890.45,404.05,256.94,256.47,929.18,1945.68,136.71,469,"pav ","Wari' ","Chapacura ","South America ","Amazon ","-11.5, -65"
"dam","Chibchan","CoreChibchan","Magdalenic",470,"Gwari",700000,9.5,7,171121,171,453,261,1583,1306,9,360.2,265.83,1583.5,1286.27,7.36,329.46,264.76,1780.07,1207.46,17.14,470,"mbp ","Demena ","Chibchan ","South America ","Amazon ","10.9, -73.6"
"ika","Chibchan","CoreChibchan","Magdalenic",471,"Hakka",30082810,25,116,189105,189,396,195,6220,1669,136,397.14,194.75,6187.41,1668.68,134.14,316.34,188.22,6748.77,1626.55,143.74,471,"arh ","Ika ","Chibchan ","South America ","Amazon ","10.75, -73.5"
"nbr","Chibchan","CoreChibchan","Isthmic",474,"Ju|'hoan",33600,-19,21,154102,154,1083,218,3705,495,0,1092.7,217.44,3722.26,497.96,0.04,1128.71,214.72,3649.18,536.01,1.24,474,"gym ","Ngabere ","Chibchan ","South America ","Central America ","8.5, -81"
"pec","Chibchan","Chibchan","Chibchan",475,"Kadugli",75000,11,29.67,150101,150,588,274,1821,725,0,541.48,272.88,1754.83,701.43,0.03,475.31,274.16,1988.96,597.13,0.36,475,"pay ","Pech ","Chibchan ","North America ","Central America ","15, -85.5"
"ram","Chibchan","CoreChibchan","Votic",476,"Kam(Zhanglu)",463000,26,108.5,194102,194,489,179,6826,1239,103,768.18,164.26,6820.57,1321.75,111.82,666.25,175.24,6640.44,1367.26,106.55,476,"rma ","Rama ","Chibchan ","North America ","Central America ","11.5, -83.9"
"bri","Chibchan","CoreChibchan","Isthmic",477,"Karen(Sgaw)",1480000,18,97,189108,189,102,270,2042,3337,18,285.29,262.14,2038.23,2724.19,18.01,433.5,250.26,2323.83,1775.7,20.79,477,"bzd ","Bribri ","Chibchan ","North America ","Central America ","9.5, -83"
"trb","Chibchan","CoreChibchan","Isthmic",478,"KayahLi(Eastern)",26000,19,97.5,189108,189,403,265,2368,1226,14,743.86,243.72,2341.38,1255.44,18.19,513.8,244.4,2527.34,1680.32,22.54,478,"tfr ","Teribe ","Chibchan ","North America ","Central America ","9, -83"
"qui","Chimakuan","Chimakuan","Chimakuan",479,"Kera",50500,9.83,15.08,101109,101,333,281,2040,849,0,362.02,277.89,2095.58,871.91,0,468.66,265.7,2030.92,940.44,2.27,479,"qui ","Quileute ","Chimakuan ","North America ","Pacific Northwest ","47.925, -124.25"
"kla","Atlantic-Congo","Volta-Congo","Kru",480,"Klao",222620,4.75,-8.75,171112,171,0,0,0,0,0,86.81,252.46,732.72,3513.09,478.9,253.51,255.37,897.4,2101.16,148.11,480,"omc ","Mochica ","Mochica ","South America ","Andes ","-7.5, -79.33"
"cqt","Chiquitano","Chiquitano","Chiquitano",481,"Koasati",200,34.83,-85.17,167101,167,282,146,7734,1413,291,338.36,144.05,7604.48,1445.94,291.94,245.72,151.02,7532.72,1327.42,263.6,481,"cax ","Chiquitano ","Chiquitano ","South America ","Amazon ","-17.5, -62"
"ctm","Chitimacha","Chitimacha","Chitimacha",482,"Kohumono",30000,6,8.12,171111,171,35,275,1029,2069,62,103.84,268.41,1023.6,2110.99,69.26,359.08,256.92,1163.46,1807.89,57.75,482,"ctm ","Chitimacha ","Chitimacha ","North America ","Eastern North America ","29.67, -91"
"kpa","Atlantic-Congo","Volta-Congo","Benue-Congo",484,"Kpan",11400,7.58,10.17,171107,171,157,271,1268,1356,8,290.32,264.4,1247.06,1398.55,11.65,483.68,253.52,1364.78,1527.42,30.53,484,"bdc ","Embera_Baudo ","Chocoan ","South America ","Andes ","5.2, -76.8"
"wau","Chocoan","WounMeu","WounMeu",485,"Kpelle",460000,7,-10,171105,171,217,263,839,2343,140,224.46,258.7,807.49,2555.75,135.27,318.32,255.69,1113.93,2116.9,97.09,485,"noa ","Waunana ","Chocoan ","South America ","Andes ","4, -77"
"cln","Hibito-Cholon","Hibito-Cholon","Hibito-Cholon",486,"Lahu",530350,20,98.17,189104,189,867,227,2615,1248,24,869.14,226.72,2632.44,1251.94,24.13,633.46,236.05,2781.57,1534.18,27.62,486,"cht ","Cholon ","Cholon ","South America ","Andes ","-8, -77.5"
"sel","Chonan","InsularChonan","InsularChonan",487,"Lakkia",9000,24.08,110.17,194101,194,818,172,6106,1556,131,270.73,201.06,6299.38,1549.33,136.74,385.93,193.98,6321.3,1517.39,123.48,487,"ona ","Selknam ","Chonan ","South America ","Patagonia ","-53, -68"
"chu","Matacoan","MataguayoI","MataguayoI",488,"LamΘ",35720,9,14.5,101110,101,351,272,2118,995,0,351.78,271.66,2056.11,1034.95,0,520.09,259.9,1785.13,1075.81,6.44,488,"cag ","Gununu-Kena ","Matacoan ","South America ","Patagonia ","-22.5, -60.6"
"chk","Chukotko-Kamchatkan","Chukotian","Chukotian",489,"Lua",5160,9.75,17.75,171120,171,360,280,2026,955,1,375.08,278.72,2030.4,948.66,0.49,441.84,271.5,1959.54,940.39,3.26,489,"ckt ","Chukchi ","Chukotko-Kamchatkan ","Eurasia ","North Pacific ","67, -173"
"kry","Chukotko-Kamchatkan","Chukotian","Chukotian",490,"Lⁿ",690960,22,100.67,194102,194,718,225,3233,1308,55,1118.11,201.65,3276.9,1506.51,57.11,1144.4,200.77,3399.63,1399.21,41.53,490,"kpy ","Koryak ","Chukotko-Kamchatkan ","Eurasia ","North Pacific ","61, 167"
"ite","Chukotko-Kamchatkan","Kamchatkan","Kamchatkan",491,"Lugbara",1637000,3.08,30.92,172120,172,1142,232,1057,1373,93,1040.89,236.1,1099.32,1314.18,83.81,882.48,241.8,850.26,1256.8,104.36,491,"itl ","Itelmen ","Chukotko-Kamchatkan ","Eurasia ","North Pacific ","57, 157.5"
"cba","Chumashan","CentralChumashan","CentralChumashan",492,"Nung(Vietnam)",969000,21.92,106.42,194102,194,448,211,4907,1438,70,296.03,220.01,4894.55,1527.79,72.28,637.66,205.34,4725.89,1495.85,74.91,492,"boi ","Chumash ","Chumash ","North America ","California ","34.67, -120.25"
"mla","Atlantic-Congo","Volta-Congo","Benue-Congo",493,"Mambila",99000,6.75,11.5,171101,171,1431,209,892,1753,29,1031.57,229.06,930.33,1700.72,23.66,555.26,249.32,1212.98,1573.93,42.22,493,"xxx-6 ","Coahuilteco ","Coahuilteco ","North America ","Western North America ","28, -100"
"dag","Dagan","Dagan","Dagan",494,"Mandarin",847755970,34,110,189105,189,937,119,8910,732,30,1012.42,115.86,8867.04,739.57,30.7,906.73,119.63,8850.44,783,34.96,494,"dgz ","Daga ","Trans New Guinea ","Pacific ","South New Guinea ","-10, 149.25"
"kol","Dravidian","CentralDravidan","Kolami-Naiki",495,"Mazatec(Chiquihuitla)",1500,17.75,-96.92,178104,178,916,231,2153,557,16,1657.05,183.31,1699.61,1413.52,68,1085.75,215.94,1809.01,1376.33,67.68,495,"kfb ","Kolami ","Dravidian ","Eurasia ","South Asia ","20, 78.5"
"brh","Dravidian","NorthDravidian","NorthDravidian",496,"Mba",36100,1,25,171104,171,508,246,460,1800,269,458.59,248.45,489.55,1791.05,266.94,556.18,245.05,496.49,1823.73,243.93,496,"brh ","Brahui ","Dravidian ","Eurasia ","South Asia ","29, 67"
"mto","Dravidian","NorthDravidian","Kurux-Malto",497,"Mien",819835,25,111,141101,141,1080,148,6635,1644,153,426.3,182.27,6950.17,1597.76,156.75,365.65,188.7,6696.66,1528.22,133.29,497,"kmj ","Malto ","Dravidian ","Eurasia ","South Asia ","25, 87.333"
"mxc","Otomanguean","EasternOtomanguean","Amuzgo-Mixtecan",498,"Mixtec (Chalcatongo)",6000,17.05,-97.58,178105,178,2441,156,1216,1041,41,1642.2,194.19,1381.88,1180.27,25.39,1134.88,214.84,1739.11,1340.22,59.86,498,"gno ","Gondi ","Dravidian ","Eurasia ","South Asia ","19, 85"
"koy","Dravidian","SouthDravidian","SouthDravidianII",499,"Mixtec (Molinos)",6000,17,-97.58,178105,178,2596,149,1128,1176,48,1576.06,197.9,1350.33,1219.08,25.02,1134.15,214.94,1729.47,1343.26,59.62,499,"kff ","Koya ","Dravidian ","Eurasia ","South Asia ","17.5, 81.333"
"kuv","Dravidian","SouthDravidian","SouthDravidianII",501,"Khoekhoe",251100,-25.5,18,154101,154,990,200,4553,217,3,1105.4,197.58,4733.04,208.71,2.74,1037.64,188.29,4300.32,194.81,4.93,501,"kxv ","Kuvi ","Dravidian ","Eurasia ","South Asia ","18.75, 82.667"
"tel","Dravidian","CentralDravidian","Telugu",502,"Naxi",300000,27.5,100,189111,189,3641,58,4866,871,21,3102.08,90.08,4813.79,905.11,22.92,2618.76,109.84,4951.6,1161.33,33.19,502,"tel ","Telugu ","Dravidian ","Eurasia ","South Asia ","16, 79"
"knd","Dravidian","SouthDravidian","SouthDravidianI",503,"Ndut",38600,14.92,-16.92,171109,141,47,255,1648,444,0,27.33,259.6,1760.94,482.09,0.14,36.42,274.32,2289.13,657.87,0.41,503,"kan ","Kannada ","Dravidian ","Eurasia ","South Asia ","14, 76"
"kod","Dravidian","SouthDravidian","SouthDravidianI",504,"Ngiti",100000,1.33,30.25,172117,172,1577,194,466,1422,201,1106.36,223.2,523.38,1293.93,169.54,1017.88,229.43,651.83,1439.17,148.24,504,"kfa ","Kodagu ","Dravidian ","Eurasia ","South Asia ","13.08, 76.42"
"mym","Dravidian","SouthDravidian","SouthDravidianI",505,"Noni",25000,6.42,10.58,171101,171,1136,223,949,1912,37,1019.65,228.12,967.59,1862.79,36.04,508.5,250.56,1169.36,1655.34,47.57,505,"mal ","Malayalam ","Dravidian ","Eurasia ","South Asia ","10, 76.5"
"tul","Dravidian","SouthDravidian","SouthDravidianI",507,"Oromo(Harar)",25500000,9,42,101105,101,1523,209,713,694,37,1522.47,210.46,955.06,700.33,38.63,1152.88,233.53,1571.89,540.88,26.15,507,"tcy ","Tulu ","Dravidian ","Eurasia ","South Asia ","12.75, 75.333"
"mea","East_Bird's_Head","Meax","Meax",508,"Phlong",60000,15,99,189108,189,823,232,1465,1651,27,464.51,249.66,1524.04,1865.95,24.53,262.17,262.4,1768.23,1831.06,33.31,508,"mej ","Meyah ","East Bird's Head ","Pacific ","North New Guinea ","-1, 133.667"
"sgb","East_Bird's_Head","Manikion","Manikion",509,"Nambikußra",720,-13,-59,170101,170,429,231,888,2021,59,447.93,230.3,865.92,1995,52.67,306.95,243.83,969.09,1747.03,51.58,509,"mnx ","Sougb ","East Bird's Head ","Pacific ","North New Guinea ","-1.5, 134"
