Language	Latitude	Longitude	Number of consonants in the onset	Number of consonants in the coda	Number of tones	Language family	Iso-code	Population	Number in the sample	A	B4a1a1	B4a2	B4b1	B4c1b	B4c2	B4g	B5a	B5b	C	D5	E1	E2	F1a1a	F2	F3a	F3b	F4	G	M10	M12	M17	M19	M20	M21a	M21b	M22	M33c	M47	M50	M51	M71	M72	M73	M77	M7b1	M8a	M9	N10	N21	N22	N9a6	P	Q	R11	R21	R22	R23	R9b	R9c	U	W	Y	Z	A2	A5	A8	B4	B5	C1	C4	C5	D2	D3	D4	F1	F2a	G1	G2a	G3	M3a	M7	M8a2	M9a	M11	M13a	N9a	R9	L2a	H	HV	HV0a	V	R0a	R2	J1	J2	T1	N1	I	N2	U1	U2	U3	U4	U5	U7a	U8	K	X2e	B	D	F	J	T	H1	H3	H4	H5	H8	J1b	J1b1	K1	K2	K2a	K2b	T2	T3	U5a	U5a1	U5b	U5b1	U6	U7	X	L2	A1	A1a	A2a	A2b	N9b	JT	B4a	B4a1	B4a3	B4b	B4c1	B4f	B5a1	B5b1	B5b2	B5b3	F1a	F1a1	F1b	F1c	F3	F4b	M	M7a	M7a1	M7b	M7b2	M7c	M8	C4a	G2a1	D4a	D4a1	D4b	D4d	D4k	D4n	D5a	L1	L3	M1	M5	N	R1	E	HV0	HV1	HV2	N1a	N1b	N2a	N9	R	U9	M2	M3	A6	B4e	G2	M7c1	L0d1	L0d2	L0d3	L0k1a	L0k1b	L0k2	C1a	D1a	S	M27a	M27b	M27c	M28a	M28b	M29a	M29b	P1	P1d	P1d1	Q1	Q1a	Q1b	Q1c	Q2a	Q2a2	B4a1a	B4a1a1a	B4a1a1a1	B4a1a1a3	B4a1a1a4	B4a1a1b	B4b1a2	B5b1c	B5b2a1b1	E1a2	E1b1	E2a	H1a	L0a	L1b	L1c	L2b	L2c	L2d	L2e	L3b	L3d	L3e	L3f	L3h	L4b	U6a	L0d	L0k	G1a	L0	M9b	E1b	M7c3	R5	R6	U2a	U2b	U2c	U2e	U8b
Paiwan	22.333	120.833	1	1	0	Austronesian	pwn	Formosa	718	0	0.092	0.057	0.103	0.004	0	0	0.054	0	0	0.042	0.12	0.004	0	0.001	0	0.079	0.12	0.001	0.006	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007	0	0.124	0	0	0	0	0	0	0	0	0	0	0	0.021	0	0	0.014	0	0	0	0	0.27	0.054	0	0	0	0	0	0	0.048	0	0	0	0	0	0.18	0	0	0	0	0.018	0.269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.324	0.053	0.248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.159	0.092	0	0.103	0.004	0	0	0	0	0	0.048	0.029	0	0	0.079	0	0.374	0	0	0.117	0	0.063	0	0	0	0	0	0	0	0	0	0	0	0.999	0	0	0.625	0	0.124	0	0	0	0	0	0	0.032	0.593	0	0	0	0	0	0	0.014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.049	0	0	0	0	0	0	0
Tagalog	14.75	121	2	1	0	Austronesian	tgl	Philippine	543	0	0.004	0	0.074	0.046	0	0	0.009	0.074	0	0.015	0.127	0.035	0.002	0	0	0.039	0.004	0	0	0	0.009	0	0.002	0.004	0	0	0	0	0	0	0.013	0.002	0.004	0	0.013	0.002	0.162	0	0	0.006	0	0.011	0	0	0	0	0	0	0.048	0	0	0.053	0	0	0	0	0.244	0.083	0	0	0	0	0	0	0.076	0	0	0	0	0	0.164	0	0	0	0	0	0.167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.329	0.017	0.119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124	0.004	0	0.074	0.046	0	0	0	0	0	0.076	0.002	0	0	0.039	0	0.405	0	0	0.044	0	0.118	0.002	0	0	0	0	0	0	0	0	0	0	1.001	0	0	0.596	0	0.162	0	0	0	0	0	0	0.053	0.535	0	0	0	0	0	0	0.009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.109	0	0	0	0	0	0	0
Semelai	3	102.5	1	1	0	Austroasiatic	sza	OrangAsli	280	0	0	0	0	0	0	0	0.007	0.054	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0.254	0.039	0.021	0	0	0	0.004	0	0	0	0	0	0	0	0	0.086	0.014	0.061	0	0	0	0.193	0	0	0.086	0	0	0	0	0	0	0	0	0.007	0.061	0	0	0	0	0	0	0.1	0	0	0	0	0	0.033	0	0	0	0	0.061	0.186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.079	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0	0	0	0.376	0	0	0	0	0.033	0	0	0	0	0	0	0	0	0	0	0	0.995	0	0	0.619	0	0	0	0	0	0	0	0	0.061	0.458	0	0	0	0	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029	0	0	0	0	0	0	0
Indonesian	0	106	2	1	0	Austronesian	ind	Indonesia	54	0	0	0	0	0.037	0.056	0	0.074	0	0	0.019	0.111	0	0.093	0	0	0.019	0	0	0	0	0	0.019	0.037	0.019	0.019	0	0	0	0	0.019	0	0	0	0	0.019	0	0.13	0	0	0.019	0.019	0	0.019	0	0	0	0	0	0	0	0	0.037	0	0	0	0	0.13	0.074	0	0	0	0	0	0	0.168	0	0	0	0	0	0.093	0	0	0	0	0.019	0.187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.204	0.019	0.187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037	0	0	0	0.037	0	0	0	0	0	0.168	0.112	0	0	0.019	0	0.522	0	0	0.019	0	0.074	0	0	0	0	0	0	0	0	0	0	0	0.988	0	0	0.466	0	0.111	0	0	0	0	0	0	0.056	0.391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.074	0	0	0	0	0	0	0
Javanese	-7.5	110.667	3	1	0	Austronesian	jav	Java	46	0	0	0	0	0.022	0	0	0.022	0	0.022	0	0.022	0	0.043	0	0	0	0	0	0	0	0.022	0	0	0	0	0	0	0	0	0	0	0	0	0	0.022	0	0.022	0	0	0	0.022	0	0	0	0	0.022	0	0.043	0	0	0	0.022	0	0	0	0	0.044	0.022	0	0	0	0	0	0	0.239	0	0	0	0	0	0.131	0	0	0	0	0.022	0.282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.109	0	0.239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.022	0	0	0	0.022	0	0	0	0	0	0.239	0.065	0	0	0	0	0.393	0	0	0.022	0	0.109	0.022	0	0	0	0	0	0	0	0	0	0	1.002	0	0	0.609	0	0.022	0	0	0	0	0	0	0.044	0.413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.109	0	0	0	0	0	0	0
Balinese	-8.583	115.25	2	1	0	Austronesian	ban	Bali	82	0	0	0	0	0.061	0.073	0	0.049	0	0	0.012	0.061	0	0.024	0	0	0	0	0	0	0.012	0.037	0	0.012	0	0	0	0	0	0	0.024	0	0	0	0	0.049	0	0.061	0	0.012	0	0	0	0.012	0	0	0.061	0.061	0	0	0	0	0.012	0	0	0	0	0.17	0.049	0	0	0	0	0	0	0.122	0	0	0	0	0	0.134	0	0	0	0	0	0.134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.219	0.012	0.122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024	0	0	0	0.061	0	0	0	0	0	0.122	0.073	0	0	0	0	0.463	0	0	0.061	0	0.061	0	0	0	0	0	0	0	0	0	0	0	0.962	0	0	0.499	0	0.061	0	0	0	0	0	0	0.012	0.475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.061	0	0	0	0	0	0	0
Ju|'hoan	-19	21	1	1	4	Kx'aa	ktz	Ju'hoan south	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.205	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.705	0.25	0	0.955	0	0	0	0	0	0	0	0	0	0
Nama	-23	22	1	1	4	Khoe	naq	Nama	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.379	0.345	0.069	0	0.034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.793	0.034	0	0.827	0	0	0	0	0	0	0	0	0	0
Mansi	62	62	1	2	0	Uralic	mns	Mansi	98	0.031	0	0	0	0	0	0	0	0	0.173	0.01	0	0	0	0	0	0	0	0.061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.285	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0.143	0.153	0.01	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031	0.031	0	0	0.082	0.01	0.122	0.072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031	0	0	0	0	0.194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.316	0	0	0	0	0	0.173	0	0	0	0	0.01	0	0	0	0	0	0.989	0	0	0.673	0	0	0.01	0	0	0	0	0	0	0.642	0	0	0	0	0	0.061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031
Ket	64	87	2	2	3	Dene-Yeniseic	ket	Ket	38	0.079	0	0	0	0	0	0	0	0	0.158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.342	0.027	0	0.026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.237	0	0.105	0.105	0	0	0	0	0	0	0	0	0	0.027	0	0	0	0	0	0	0	0	0	0	0.026	0.237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21	0	0	0	0	0	0.184	0	0	0	0	0	0	0	0	0	0	1	0	0	0.79	0	0	0	0	0	0	0	0	0	0.684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nganasan	71	93	1	1	0	Uralic	nio	Nganasan	24	0	0	0	0	0	0	0	0	0	0.334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0.042	0	0	0	0	0	0	0	0	0	0.167	0.209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.084	0.084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.668	0	0	0	0	0	0.376	0	0	0	0	0.167	0	0	0	0	0	1.002	0	0	0.334	0	0	0	0	0	0	0	0	0	0.334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nivkh	53.333	142	2	3	2	Nivkh	niv	Nivkh	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.661	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0	0.054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.001	0	0	0.661	0	0	0	0	0	0	0	0	0.661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fijian	-18	178.333	1	0	0	Austronesian	fij	Fiji	49	0	0.837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0.837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.837	0.837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.999	0	0	0.877	0	0	0	0	0	0	0	0	0	0.877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.082	0	0	0	0.04	0.02	0	0.02	0	0	0	0.02	0.02	0.837	0.755	0.327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Samoan	-14	-172.667	1	0	0	Austronesian	smo	Samoa	47	0	0.936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.043	0	0	0	0	0	0	0	0	0	0	0	0	0	0.936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.936	0.936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.936	0	0	0	0	0	0	0	0	0	0.936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021	0	0	0	0	0	0.043	0	0	0	0	0	0.936	0.872	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burushaski	36.5	74.5	2	2	0	Burushaski	bsk	Burushaski	44	0.023	0	0	0	0	0	0	0	0	0.023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.386	0.023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.068	0.068	0	0	0	0	0.068	0	0	0.045	0.045	0.023	0.068	0.114	0.023	0.045	0.023	0	0.045	0.045	0	0.023	0	0	0.068	0.023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.068	0.023	0	0	0	0	0	0	0.091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0.023	0	0	0	0	0	0	0	0	0	0	0.978	0	0	0.728	0	0	0	0	0	0.045	0	0	0	0.591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023	0	0.023	0.091	0	0	0.045
Turkish	39	35	2	2	0	Turkic	tur	Turkish	50	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26	0.36	0	0	0	0	0.06	0.02	0	0.04	0.02	0	0.06	0.02	0.02	0.02	0.08	0	0.08	0.06	0	0	0.02	0	0.08	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.06	0	0	0	0	0	0	0.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.96	0	0	0	0	0	0.02	0.02	0	0	0.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.08
Georgian	41.72	44.78	6	1	0	Kartvelian	kat	Georgian and Chechen	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.258	0.052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.224	0.258	0	0	0	0.018	0.086	0	0	0.087	0.018	0.052	0.052	0.034	0.034	0.034	0.018	0	0.086	0.086	0	0	0	0	0.086	0.103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.086	0	0	0	0	0	0	0.189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.966	0	0	0.948	0	0	0	0	0	0.018	0.069	0	0	0.723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034	0.086
Gujarati	23	72	3	3	0	Indo-European	guj	Gujarati	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.264	0.088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.059	0.059	0	0	0	0	0.029	0	0	0	0	0.088	0	0.176	0	0	0	0	0	0	0	0	0	0	0.029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.088	0	0	0	0	0	0	0	0.029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.998	0	0	0.557	0	0	0	0	0	0	0	0	0	0.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.088	0.059	0.029	0	0
Uzbek	39	66	1	2	0	Turkic	uzn	Uzbek	42	0.071	0	0	0	0	0	0	0	0	0.024	0	0	0	0	0	0	0	0	0.024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0.024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.071	0.024	0	0.214	0.286	0	0	0	0	0.071	0	0	0	0	0.024	0	0	0.024	0.048	0	0	0	0	0	0	0.095	0.024	0.071	0.048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.048	0	0	0	0	0	0	0	0.119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.262	0	0	0	0	0	0.024	0	0	0	0	0	0	0	0	0	0	1.001	0	0	0.739	0	0	0	0	0.024	0	0	0	0.071	0.573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024	0	0	0	0	0	0
Turkmen	40	58	1	2	0	Turkic	tuk	Turkmen	41	0.024	0	0	0	0	0	0	0	0	0.073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024	0	0.22	0.317	0	0	0	0	0.098	0	0	0.024	0	0	0	0.024	0	0.024	0	0	0	0	0	0.024	0.22	0.024	0.098	0.049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024	0	0	0	0	0	0	0.147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.342	0	0	0	0	0	0.073	0	0	0	0	0	0	0	0	0	0	0.974	0	0	0.632	0	0	0	0	0.024	0.024	0	0	0	0.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024	0
Korean	37	128	2	1	2	Korean	kor	Mongolians	47	0.13	0	0	0	0	0	0	0	0	0.17	0	0	0	0	0	0	0	0	0.106	0.021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.043	0.021	0	0	0	0	0	0	0	0	0	0	0	0	0.085	0	0	0.021	0	0	0	0.11	0.043	0	0.085	0.021	0	0	0.11	0.064	0	0.021	0.085	0	0	0.021	0.043	0.021	0	0	0.021	0.064	0	0	0	0	0	0	0	0	0	0	0.021	0	0	0	0	0	0.064	0	0	0.021	0.021	0	0.153	0.11	0.064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.534	0	0	0	0	0	0.234	0	0	0	0	0	0	0	0	0	0	1.008	0	0	0.474	0	0	0	0	0	0	0	0	0.021	0.302	0	0	0	0	0	0.085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021
